Store,Date,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday,Type,Size
5,2012-02-24,57.75,3.555,221.2224243,5.943,False,B,34875
5,2012-03-02,60.66,3.63,221.4342146,5.943,False,B,34875
5,2012-03-09,57.69,3.669,221.6460048,5.943,False,B,34875
5,2012-03-16,63.55,3.734,221.7989713,5.943,False,B,34875
5,2012-03-23,64.44,3.787,221.8735063,5.943,False,B,34875
5,2012-03-30,67.76,3.845,221.9480412,5.943,False,B,34875
5,2012-04-06,70.4,3.891,222.0225762,5.801,False,B,34875
5,2012-04-13,70.56,3.891,222.0971111,5.801,False,B,34875
5,2012-04-20,67.33,3.877,222.1512315,5.801,False,B,34875
5,2012-04-27,68.96,3.814,222.2053519,5.801,False,B,34875
5,2012-05-04,77.1,3.749,222.2594722,5.801,False,B,34875
5,2012-05-11,73.45,3.688,222.3135926,5.801,False,B,34875
5,2012-05-18,70.45,3.63,222.330443,5.801,False,B,34875
5,2012-05-25,78.23,3.561,222.3323853,5.801,False,B,34875
5,2012-06-01,79.72,3.501,222.3343277,5.801,False,B,34875
5,2012-06-08,81.02,3.452,222.33627,5.801,False,B,34875
5,2012-06-15,81.64,3.393,222.3492901,5.801,False,B,34875
5,2012-06-22,80.57,3.346,222.3900046,5.801,False,B,34875
5,2012-06-29,87.08,3.286,222.4307191,5.801,False,B,34875
5,2012-07-06,82.35,3.227,222.4714336,5.603,False,B,34875
5,2012-07-13,80.78,3.256,222.5121481,5.603,False,B,34875
5,2012-07-20,81.05,3.311,222.5209358,5.603,False,B,34875
5,2012-07-27,85.06,3.407,222.5297234,5.603,False,B,34875
5,2012-08-03,86.91,3.417,222.5385111,5.603,False,B,34875
5,2012-08-10,86.96,3.494,222.5472987,5.603,False,B,34875
5,2012-08-17,87.52,3.571,222.6276753,5.603,False,B,34875
5,2012-08-24,79.45,3.62,222.7617437,5.603,False,B,34875
5,2012-08-31,84.25,3.638,222.8958121,5.603,False,B,34875
5,2012-09-07,86.3,3.73,223.0298805,5.603,True,B,34875
5,2012-09-14,76.65,3.717,223.1734167,5.603,False,B,34875
5,2012-09-21,71.09,3.721,223.3737593,5.603,False,B,34875
5,2012-09-28,78.33,3.666,223.5741019,5.603,False,B,34875
5,2012-10-05,71.17,3.617,223.7744444,5.422,False,B,34875
5,2012-10-12,66.24,3.601,223.974787,5.422,False,B,34875
5,2012-10-19,69.17,3.594,224.0192873,5.422,False,B,34875
5,2012-10-26,71.7,3.506,224.0378139,5.422,False,B,34875
5,2012-11-02,57.83,3.386,224.0563405,5.422,False,B,34875
5,2012-11-09,64.61,3.314,224.0748671,5.422,False,B,34875
5,2012-11-16,56.89,3.252,224.1066241,5.422,False,B,34875
5,2012-11-23,59.07,3.211,224.1560216,5.422,True,B,34875
5,2012-11-30,56.2,3.207,224.2054191,5.422,False,B,34875
5,2012-12-07,66.13,3.198,224.2548167,5.422,False,B,34875
5,2012-12-14,52.44,3.168,224.314405,5.422,False,B,34875
5,2012-12-21,58.63,3.098,224.4351383,5.422,False,B,34875
5,2012-12-28,47.47,3.108,224.5558716,5.422,True,B,34875
5,2013-01-04,41.77,3.161,224.6766048,5.494,False,B,34875
5,2013-01-11,49.5,3.243,224.7973381,5.494,False,B,34875
5,2013-01-18,45.08,3.237,224.8311254,5.494,False,B,34875
5,2013-01-25,57.05,3.227,224.8301344,5.494,False,B,34875
5,2013-02-01,58.99,3.244,224.8291434,5.494,False,B,34875
5,2013-02-08,59.05,3.417,224.8281523,5.494,True,B,34875
5,2013-02-15,53.09,3.475,224.86875,5.494,False,B,34875
5,2013-02-22,54.1,3.597,225.0133194,5.494,False,B,34875
5,2013-03-01,49.47,3.711,225.1578889,5.494,False,B,34875
5,2013-03-08,53.16,3.658,225.3024583,5.494,False,B,34875
5,2013-03-15,58.01,3.622,225.4297742,5.494,False,B,34875
5,2013-03-22,65.96,3.611,225.5139561,5.494,False,B,34875
5,2013-03-29,53.25,3.606,225.598138,5.494,False,B,34875
5,2013-04-05,61.88,3.583,225.6823199,5.278,False,B,34875
5,2013-04-12,62.36,3.529,225.7665018,5.278,False,B,34875
5,2013-04-19,67.43,3.451,225.7665018,5.278,False,B,34875
5,2013-04-26,60.44,3.417,225.7665018,5.278,False,B,34875
5,2013-05-03,67.55,3.386,,,False,B,34875
5,2013-05-10,65.52,3.392,,,False,B,34875
5,2013-05-17,71.38,3.454,,,False,B,34875
5,2013-05-24,77.84,3.494,,,False,B,34875
5,2013-05-31,78.26,3.466,,,False,B,34875
5,2013-06-07,78.4,3.439,,,False,B,34875
5,2013-06-14,80.76,3.431,,,False,B,34875
5,2013-06-21,83.85,3.479,,,False,B,34875
5,2013-06-28,86.09,3.495,,,False,B,34875
5,2013-07-05,82.06,3.422,,,False,B,34875
5,2013-07-12,85.75,3.4,,,False,B,34875
5,2013-07-19,79.73,3.556,,,False,B,34875
5,2013-07-26,84.16,3.62,,,False,B,34875
6,2010-02-05,40.43,2.572,212.6223518,7.259,False,A,202505
6,2010-02-12,40.57,2.548,212.7700425,7.259,True,A,202505
6,2010-02-19,43.58,2.514,212.8161546,7.259,False,A,202505
6,2010-02-26,47.1,2.561,212.845337,7.259,False,A,202505
6,2010-03-05,49.63,2.625,212.8745193,7.259,False,A,202505
6,2010-03-12,58.82,2.667,212.9037017,7.259,False,A,202505
6,2010-03-19,56.55,2.72,212.7351935,7.259,False,A,202505
6,2010-03-26,53.74,2.732,212.533737,7.259,False,A,202505
6,2010-04-02,64.94,2.719,212.3322805,7.092,False,A,202505
6,2010-04-09,66.15,2.77,212.1308239,7.092,False,A,202505
6,2010-04-16,65.68,2.808,211.9942765,7.092,False,A,202505
6,2010-04-23,64.11,2.795,211.9442745,7.092,False,A,202505
6,2010-04-30,68.91,2.78,211.8942725,7.092,False,A,202505
6,2010-05-07,73.68,2.835,211.8442706,7.092,False,A,202505
6,2010-05-14,74.95,2.854,211.8421769,7.092,False,A,202505
6,2010-05-21,74.8,2.826,212.1275324,7.092,False,A,202505
6,2010-05-28,78.89,2.759,212.412888,7.092,False,A,202505
6,2010-06-04,79.44,2.705,212.6982436,7.092,False,A,202505
6,2010-06-11,81.81,2.668,212.9835992,7.092,False,A,202505
6,2010-06-18,83.89,2.637,212.9813843,7.092,False,A,202505
6,2010-06-25,84.2,2.653,212.8641412,7.092,False,A,202505
6,2010-07-02,80.34,2.669,212.746898,6.973,False,A,202505
6,2010-07-09,80.93,2.642,212.6296549,6.973,False,A,202505
6,2010-07-16,83.75,2.623,212.6212163,6.973,False,A,202505
6,2010-07-23,83.9,2.608,212.7578505,6.973,False,A,202505
6,2010-07-30,81.37,2.64,212.8944846,6.973,False,A,202505
6,2010-08-06,86.61,2.627,213.0311188,6.973,False,A,202505
6,2010-08-13,86.83,2.692,213.1677529,6.973,False,A,202505
6,2010-08-20,87.36,2.664,213.1291427,6.973,False,A,202505
6,2010-08-27,85.71,2.619,213.0905324,6.973,False,A,202505
6,2010-09-03,82.15,2.577,213.0519222,6.973,False,A,202505
6,2010-09-10,78.78,2.565,213.013312,6.973,True,A,202505
6,2010-09-17,81.78,2.582,213.0398643,6.973,False,A,202505
6,2010-09-24,76.49,2.624,213.1152886,6.973,False,A,202505
6,2010-10-01,70.69,2.603,213.1907129,7.007,False,A,202505
6,2010-10-08,65.21,2.633,213.2661373,7.007,False,A,202505
6,2010-10-15,68.93,2.72,213.3337977,7.007,False,A,202505
6,2010-10-22,70.97,2.725,213.3820486,7.007,False,A,202505
6,2010-10-29,70.39,2.716,213.4302994,7.007,False,A,202505
6,2010-11-05,59.9,2.689,213.4785503,7.007,False,A,202505
6,2010-11-12,62.11,2.728,213.5268011,7.007,False,A,202505
6,2010-11-19,52.99,2.771,213.4107412,7.007,False,A,202505
6,2010-11-26,65.79,2.735,213.2672961,7.007,True,A,202505
6,2010-12-03,52.3,2.708,213.123851,7.007,False,A,202505
6,2010-12-10,48.46,2.843,212.9804059,7.007,False,A,202505
6,2010-12-17,52.24,2.869,212.918049,7.007,False,A,202505
6,2010-12-24,55.07,2.886,212.9165082,7.007,False,A,202505
6,2010-12-31,49.14,2.943,212.9149674,7.007,True,A,202505
6,2011-01-07,47.78,2.976,212.9134266,6.858,False,A,202505
6,2011-01-14,38.37,2.983,212.9655882,6.858,False,A,202505
6,2011-01-21,46.2,3.016,213.3399647,6.858,False,A,202505
6,2011-01-28,44.98,3.01,213.7143412,6.858,False,A,202505
6,2011-02-04,40.59,2.989,214.0887176,6.858,False,A,202505
6,2011-02-11,39.38,3.022,214.4630941,6.858,True,A,202505
6,2011-02-18,59.61,3.045,214.7775231,6.858,False,A,202505
6,2011-02-25,62.86,3.065,215.0679731,6.858,False,A,202505
6,2011-03-04,60.45,3.288,215.3584231,6.858,False,A,202505
6,2011-03-11,57.71,3.459,215.6488731,6.858,False,A,202505
6,2011-03-18,65.07,3.488,215.9035078,6.858,False,A,202505
6,2011-03-25,70.83,3.473,216.1438163,6.858,False,A,202505
6,2011-04-01,62.25,3.524,216.3841249,6.855,False,A,202505
6,2011-04-08,70.35,3.622,216.6244334,6.855,False,A,202505
6,2011-04-15,73.17,3.743,216.8446627,6.855,False,A,202505
6,2011-04-22,74.24,3.807,217.0146941,6.855,False,A,202505
6,2011-04-29,75.27,3.81,217.1847255,6.855,False,A,202505
6,2011-05-06,65.42,3.906,217.3547569,6.855,False,A,202505
6,2011-05-13,76.95,3.899,217.5247882,6.855,False,A,202505
6,2011-05-20,72.01,3.907,217.2896095,6.855,False,A,202505
6,2011-05-27,80.83,3.786,217.0544307,6.855,False,A,202505
6,2011-06-03,84.01,3.699,216.819252,6.855,False,A,202505
6,2011-06-10,84.49,3.648,216.5840732,6.855,False,A,202505
6,2011-06-17,87.08,3.637,216.5371616,6.855,False,A,202505
6,2011-06-24,85.51,3.594,216.6314502,6.855,False,A,202505
6,2011-07-01,87.0,3.524,216.7257388,6.925,False,A,202505
6,2011-07-08,88.36,3.48,216.8200275,6.925,False,A,202505
6,2011-07-15,88.93,3.575,216.9044732,6.925,False,A,202505
6,2011-07-22,88.06,3.651,216.964312,6.925,False,A,202505
6,2011-07-29,90.22,3.682,217.0241507,6.925,False,A,202505
6,2011-08-05,91.46,3.684,217.0839894,6.925,False,A,202505
6,2011-08-12,90.49,3.638,217.1438281,6.925,False,A,202505
6,2011-08-19,89.26,3.554,217.2069662,6.925,False,A,202505
6,2011-08-26,90.07,3.523,217.2706543,6.925,False,A,202505
6,2011-09-02,91.22,3.533,217.3343423,6.925,False,A,202505
6,2011-09-09,80.21,3.546,217.3980304,6.925,True,A,202505
6,2011-09-16,84.94,3.526,217.5797506,6.925,False,A,202505
6,2011-09-23,78.49,3.467,217.9188471,6.925,False,A,202505
6,2011-09-30,82.51,3.355,218.2579435,6.925,False,A,202505
6,2011-10-07,74.1,3.285,218.59704,6.551,False,A,202505
6,2011-10-14,71.24,3.274,218.9109844,6.551,False,A,202505
6,2011-10-21,68.53,3.353,219.0740167,6.551,False,A,202505
6,2011-10-28,69.51,3.372,219.237049,6.551,False,A,202505
6,2011-11-04,58.54,3.332,219.4000812,6.551,False,A,202505
6,2011-11-11,61.33,3.297,219.5631135,6.551,False,A,202505
6,2011-11-18,63.89,3.308,219.7897137,6.551,False,A,202505
6,2011-11-25,62.78,3.236,220.0417412,6.551,True,A,202505
6,2011-12-02,51.18,3.172,220.2937686,6.551,False,A,202505
6,2011-12-09,43.64,3.158,220.5457961,6.551,False,A,202505
6,2011-12-16,53.27,3.159,220.7671856,6.551,False,A,202505
6,2011-12-23,49.45,3.112,220.9477245,6.551,False,A,202505
6,2011-12-30,46.8,3.129,221.1282634,6.551,True,A,202505
6,2012-01-06,50.82,3.157,221.3088023,6.132,False,A,202505
6,2012-01-13,48.33,3.261,221.4893412,6.132,False,A,202505
6,2012-01-20,55.37,3.268,221.5831306,6.132,False,A,202505
6,2012-01-27,53.95,3.29,221.6769199,6.132,False,A,202505
6,2012-02-03,57.45,3.36,221.7707093,6.132,False,A,202505
6,2012-02-10,48.58,3.409,221.8644987,6.132,True,A,202505
6,2012-02-17,49.03,3.51,222.026359,6.132,False,A,202505
6,2012-02-24,59.17,3.555,222.2392726,6.132,False,A,202505
6,2012-03-02,60.32,3.63,222.4521862,6.132,False,A,202505
6,2012-03-09,57.89,3.669,222.6650998,6.132,False,A,202505
6,2012-03-16,62.8,3.734,222.8186603,6.132,False,A,202505
6,2012-03-23,63.71,3.787,222.8930835,6.132,False,A,202505
6,2012-03-30,67.91,3.845,222.9675066,6.132,False,A,202505
6,2012-04-06,71.6,3.891,223.0419298,5.964,False,A,202505
6,2012-04-13,71.29,3.891,223.1163529,5.964,False,A,202505
6,2012-04-20,68.64,3.877,223.17092,5.964,False,A,202505
6,2012-04-27,71.5,3.814,223.2254871,5.964,False,A,202505
6,2012-05-04,77.66,3.749,223.2800541,5.964,False,A,202505
6,2012-05-11,72.66,3.688,223.3346212,5.964,False,A,202505
6,2012-05-18,70.5,3.63,223.3511928,5.964,False,A,202505
6,2012-05-25,78.47,3.561,223.3525662,5.964,False,A,202505
6,2012-06-01,80.39,3.501,223.3539397,5.964,False,A,202505
6,2012-06-08,80.5,3.452,223.3553131,5.964,False,A,202505
6,2012-06-15,82.1,3.393,223.3680933,5.964,False,A,202505
6,2012-06-22,81.2,3.346,223.4093906,5.964,False,A,202505
6,2012-06-29,87.35,3.286,223.4506878,5.964,False,A,202505
6,2012-07-06,82.95,3.227,223.4919851,5.668,False,A,202505
6,2012-07-13,80.27,3.256,223.5332824,5.668,False,A,202505
6,2012-07-20,81.57,3.311,223.5424501,5.668,False,A,202505
6,2012-07-27,85.78,3.407,223.5516178,5.668,False,A,202505
6,2012-08-03,87.55,3.417,223.5607856,5.668,False,A,202505
6,2012-08-10,87.04,3.494,223.5699533,5.668,False,A,202505
6,2012-08-17,87.53,3.571,223.6510224,5.668,False,A,202505
6,2012-08-24,79.03,3.62,223.7860175,5.668,False,A,202505
6,2012-08-31,83.58,3.638,223.9210125,5.668,False,A,202505
6,2012-09-07,86.33,3.73,224.0560076,5.668,True,A,202505
6,2012-09-14,76.41,3.717,224.2004678,5.668,False,A,202505
6,2012-09-21,70.81,3.721,224.4017192,5.668,False,A,202505
6,2012-09-28,77.82,3.666,224.6029706,5.668,False,A,202505
6,2012-10-05,70.84,3.617,224.804222,5.329,False,A,202505
6,2012-10-12,65.43,3.601,225.0054733,5.329,False,A,202505
6,2012-10-19,69.68,3.594,225.0501013,5.329,False,A,202505
6,2012-10-26,72.34,3.506,225.0686254,5.329,False,A,202505
6,2012-11-02,58.38,3.386,225.0871495,5.329,False,A,202505
6,2012-11-09,66.68,3.314,225.1056736,5.329,False,A,202505
6,2012-11-16,56.16,3.252,225.1376976,5.329,False,A,202505
6,2012-11-23,60.28,3.211,225.1877216,5.329,True,A,202505
6,2012-11-30,56.18,3.207,225.2377455,5.329,False,A,202505
6,2012-12-07,64.25,3.198,225.2877694,5.329,False,A,202505
6,2012-12-14,51.31,3.168,225.3479355,5.329,False,A,202505
6,2012-12-21,58.51,3.098,225.4689545,5.329,False,A,202505
6,2012-12-28,46.57,3.108,225.5899734,5.329,True,A,202505
6,2013-01-04,40.46,3.161,225.7109924,5.372,False,A,202505
6,2013-01-11,48.26,3.243,225.8320114,5.372,False,A,202505
6,2013-01-18,44.94,3.237,225.8649753,5.372,False,A,202505
6,2013-01-25,57.35,3.227,225.8627173,5.372,False,A,202505
6,2013-02-01,58.57,3.244,225.8604592,5.372,False,A,202505
6,2013-02-08,60.55,3.417,225.8582011,5.372,True,A,202505
6,2013-02-15,53.36,3.475,225.8980588,5.372,False,A,202505
6,2013-02-22,54.57,3.597,226.0432059,5.372,False,A,202505
6,2013-03-01,50.08,3.711,226.1883529,5.372,False,A,202505
6,2013-03-08,55.31,3.658,226.3335,5.372,False,A,202505
6,2013-03-15,59.18,3.622,226.4615074,5.372,False,A,202505
6,2013-03-22,65.87,3.611,226.5466657,5.372,False,A,202505
6,2013-03-29,54.23,3.606,226.6318239,5.372,False,A,202505
6,2013-04-05,61.4,3.583,226.7169822,5.285,False,A,202505
6,2013-04-12,63.11,3.529,226.8021404,5.285,False,A,202505
6,2013-04-19,68.65,3.451,226.8021404,5.285,False,A,202505
6,2013-04-26,60.91,3.417,226.8021404,5.285,False,A,202505
6,2013-05-03,68.17,3.386,,,False,A,202505
6,2013-05-10,66.6,3.392,,,False,A,202505
6,2013-05-17,72.28,3.454,,,False,A,202505
6,2013-05-24,78.46,3.494,,,False,A,202505
6,2013-05-31,77.49,3.466,,,False,A,202505
6,2013-06-07,79.63,3.439,,,False,A,202505
6,2013-06-14,80.91,3.431,,,False,A,202505
6,2013-06-21,83.53,3.479,,,False,A,202505
6,2013-06-28,86.14,3.495,,,False,A,202505
6,2013-07-05,82.98,3.422,,,False,A,202505
6,2013-07-12,85.91,3.4,,,False,A,202505
6,2013-07-19,79.11,3.556,,,False,A,202505
6,2013-07-26,84.42,3.62,,,False,A,202505
7,2010-02-05,10.53,2.58,189.3816974,9.014,False,B,70713
7,2010-02-12,25.9,2.572,189.4642725,9.014,True,B,70713
7,2010-02-19,27.28,2.55,189.5340998,9.014,False,B,70713
7,2010-02-26,24.91,2.586,189.6018023,9.014,False,B,70713
7,2010-03-05,35.86,2.62,189.6695049,9.014,False,B,70713
7,2010-03-12,27.25,2.684,189.7372075,9.014,False,B,70713
7,2010-03-19,29.04,2.692,189.734262,9.014,False,B,70713
7,2010-03-26,23.33,2.717,189.7195417,9.014,False,B,70713
7,2010-04-02,38.26,2.725,189.7048215,8.963,False,B,70713
7,2010-04-09,33.79,2.75,189.6901012,8.963,False,B,70713
7,2010-04-16,41.89,2.765,189.6628845,8.963,False,B,70713
7,2010-04-23,43.07,2.776,189.6190057,8.963,False,B,70713
7,2010-04-30,38.99,2.766,189.575127,8.963,False,B,70713
7,2010-05-07,40.07,2.771,189.5312483,8.963,False,B,70713
7,2010-05-14,41.41,2.788,189.4904116,8.963,False,B,70713
7,2010-05-21,46.6,2.776,189.467827,8.963,False,B,70713
7,2010-05-28,54.24,2.737,189.4452425,8.963,False,B,70713
7,2010-06-04,53.63,2.7,189.422658,8.963,False,B,70713
7,2010-06-11,63.59,2.684,189.4000734,8.963,False,B,70713
7,2010-06-18,52.7,2.674,189.4185259,8.963,False,B,70713
7,2010-06-25,59.94,2.715,189.4533931,8.963,False,B,70713
7,2010-07-02,61.31,2.728,189.4882603,9.017,False,B,70713
7,2010-07-09,58.0,2.711,189.5231276,9.017,False,B,70713
7,2010-07-16,62.19,2.699,189.6125456,9.017,False,B,70713
7,2010-07-23,64.64,2.691,189.774698,9.017,False,B,70713
7,2010-07-30,66.07,2.69,189.9368504,9.017,False,B,70713
7,2010-08-06,61.7,2.69,190.0990028,9.017,False,B,70713
7,2010-08-13,60.13,2.723,190.2611552,9.017,False,B,70713
7,2010-08-20,59.59,2.732,190.2948237,9.017,False,B,70713
7,2010-08-27,57.57,2.731,190.3284922,9.017,False,B,70713
7,2010-09-03,49.84,2.773,190.3621607,9.017,False,B,70713
7,2010-09-10,48.5,2.78,190.3958293,9.017,True,B,70713
7,2010-09-17,48.56,2.8,190.4688287,9.017,False,B,70713
7,2010-09-24,47.55,2.793,190.5713264,9.017,False,B,70713
7,2010-10-01,49.99,2.759,190.6738241,9.137,False,B,70713
7,2010-10-08,44.13,2.745,190.7763218,9.137,False,B,70713
7,2010-10-15,35.86,2.762,190.8623087,9.137,False,B,70713
7,2010-10-22,36.84,2.762,190.9070184,9.137,False,B,70713
7,2010-10-29,34.78,2.748,190.951728,9.137,False,B,70713
7,2010-11-05,49.44,2.729,190.9964377,9.137,False,B,70713
7,2010-11-12,22.12,2.737,191.0411474,9.137,False,B,70713
7,2010-11-19,25.56,2.758,191.0312172,9.137,False,B,70713
7,2010-11-26,17.95,2.742,191.0121805,9.137,True,B,70713
7,2010-12-03,21.88,2.712,190.9931437,9.137,False,B,70713
7,2010-12-10,24.24,2.728,190.9741069,9.137,False,B,70713
7,2010-12-17,20.74,2.778,191.0303376,9.137,False,B,70713
7,2010-12-24,26.04,2.781,191.1430189,9.137,False,B,70713
7,2010-12-31,13.76,2.829,191.2557002,9.137,True,B,70713
7,2011-01-07,10.09,2.882,191.3683815,8.818,False,B,70713
7,2011-01-14,11.32,2.911,191.4784939,8.818,False,B,70713
7,2011-01-21,25.4,2.973,191.5731924,8.818,False,B,70713
7,2011-01-28,10.11,3.008,191.667891,8.818,False,B,70713
7,2011-02-04,-2.06,3.011,191.7625895,8.818,False,B,70713
7,2011-02-11,10.24,3.037,191.8572881,8.818,True,B,70713
7,2011-02-18,17.3,3.051,191.9178331,8.818,False,B,70713
7,2011-02-25,17.46,3.101,191.9647167,8.818,False,B,70713
7,2011-03-04,21.84,3.232,192.0116004,8.818,False,B,70713
7,2011-03-11,20.7,3.372,192.058484,8.818,False,B,70713
7,2011-03-18,27.69,3.406,192.1237981,8.818,False,B,70713
7,2011-03-25,25.69,3.414,192.1964844,8.818,False,B,70713
7,2011-04-01,24.83,3.461,192.2691707,8.595,False,B,70713
7,2011-04-08,30.64,3.532,192.3418571,8.595,False,B,70713
7,2011-04-15,27.79,3.611,192.4225954,8.595,False,B,70713
7,2011-04-22,31.84,3.636,192.5234638,8.595,False,B,70713
7,2011-04-29,26.79,3.663,192.6243322,8.595,False,B,70713
7,2011-05-06,26.54,3.735,192.7252006,8.595,False,B,70713
7,2011-05-13,36.61,3.767,192.826069,8.595,False,B,70713
7,2011-05-20,36.16,3.828,192.831317,8.595,False,B,70713
7,2011-05-27,37.51,3.795,192.8365651,8.595,False,B,70713
7,2011-06-03,45.77,3.763,192.8418131,8.595,False,B,70713
7,2011-06-10,53.3,3.735,192.8470612,8.595,False,B,70713
7,2011-06-17,48.79,3.697,192.9034759,8.595,False,B,70713
7,2011-06-24,46.85,3.661,192.9982655,8.595,False,B,70713
7,2011-07-01,58.54,3.597,193.0930552,8.622,False,B,70713
7,2011-07-08,59.08,3.54,193.1878448,8.622,False,B,70713
7,2011-07-15,54.37,3.532,193.3125484,8.622,False,B,70713
7,2011-07-22,56.22,3.545,193.5120367,8.622,False,B,70713
7,2011-07-29,56.66,3.547,193.711525,8.622,False,B,70713
7,2011-08-05,55.91,3.554,193.9110133,8.622,False,B,70713
7,2011-08-12,54.56,3.542,194.1105017,8.622,False,B,70713
7,2011-08-19,56.06,3.499,194.2500634,8.622,False,B,70713
7,2011-08-26,57.6,3.485,194.3796374,8.622,False,B,70713
7,2011-09-02,53.4,3.511,194.5092113,8.622,False,B,70713
7,2011-09-09,45.61,3.566,194.6387853,8.622,True,B,70713
7,2011-09-16,43.67,3.596,194.7419707,8.622,False,B,70713
7,2011-09-23,43.67,3.581,194.8099713,8.622,False,B,70713
7,2011-09-30,47.34,3.538,194.8779718,8.622,False,B,70713
7,2011-10-07,40.65,3.498,194.9459724,8.513,False,B,70713
7,2011-10-14,32.65,3.491,195.0261012,8.513,False,B,70713
7,2011-10-21,37.49,3.548,195.1789994,8.513,False,B,70713
7,2011-10-28,28.82,3.55,195.3318977,8.513,False,B,70713
7,2011-11-04,23.41,3.527,195.4847959,8.513,False,B,70713
7,2011-11-11,19.53,3.505,195.6376941,8.513,False,B,70713
7,2011-11-18,29.53,3.479,195.7184713,8.513,False,B,70713
7,2011-11-25,27.6,3.424,195.7704,8.513,True,B,70713
7,2011-12-02,20.38,3.378,195.8223287,8.513,False,B,70713
7,2011-12-09,11.17,3.331,195.8742575,8.513,False,B,70713
7,2011-12-16,15.2,3.266,195.9841685,8.513,False,B,70713
7,2011-12-23,12.19,3.173,196.1713893,8.513,False,B,70713
7,2011-12-30,15.56,3.119,196.3586101,8.513,True,B,70713
7,2012-01-06,18.67,3.095,196.5458309,8.256,False,B,70713
7,2012-01-13,7.46,3.077,196.7330517,8.256,False,B,70713
7,2012-01-20,27.41,3.055,196.7796652,8.256,False,B,70713
7,2012-01-27,26.9,3.038,196.8262786,8.256,False,B,70713
7,2012-02-03,22.2,3.031,196.8728921,8.256,False,B,70713
7,2012-02-10,18.79,3.103,196.9195056,8.256,True,B,70713
7,2012-02-17,27.03,3.113,196.9432711,8.256,False,B,70713
7,2012-02-24,24.41,3.129,196.9499007,8.256,False,B,70713
7,2012-03-02,21.64,3.191,196.9565303,8.256,False,B,70713
7,2012-03-09,30.1,3.286,196.9631599,8.256,False,B,70713
7,2012-03-16,37.29,3.486,197.0457208,8.256,False,B,70713
7,2012-03-23,35.06,3.664,197.2295234,8.256,False,B,70713
7,2012-03-30,44.99,3.75,197.4133259,8.256,False,B,70713
7,2012-04-06,44.29,3.854,197.5971285,8.09,False,B,70713
7,2012-04-13,41.43,3.901,197.780931,8.09,False,B,70713
7,2012-04-20,39.3,3.936,197.7227385,8.09,False,B,70713
7,2012-04-27,51.49,3.927,197.664546,8.09,False,B,70713
7,2012-05-04,45.38,3.903,197.6063534,8.09,False,B,70713
7,2012-05-11,48.54,3.87,197.5481609,8.09,False,B,70713
7,2012-05-18,49.41,3.837,197.5553137,8.09,False,B,70713
7,2012-05-25,50.6,3.804,197.5886046,8.09,False,B,70713
7,2012-06-01,55.06,3.764,197.6218954,8.09,False,B,70713
7,2012-06-08,63.07,3.741,197.6551863,8.09,False,B,70713
7,2012-06-15,59.33,3.723,197.692292,8.09,False,B,70713
7,2012-06-22,63.69,3.735,197.7389345,8.09,False,B,70713
7,2012-06-29,68.84,3.693,197.785577,8.09,False,B,70713
7,2012-07-06,64.67,3.646,197.8322195,7.872,False,B,70713
7,2012-07-13,64.21,3.613,197.8788621,7.872,False,B,70713
7,2012-07-20,62.87,3.585,197.9290378,7.872,False,B,70713
7,2012-07-27,64.6,3.57,197.9792136,7.872,False,B,70713
7,2012-08-03,61.83,3.528,198.0293893,7.872,False,B,70713
7,2012-08-10,63.41,3.509,198.0795651,7.872,False,B,70713
7,2012-08-17,59.66,3.545,198.1001057,7.872,False,B,70713
7,2012-08-24,59.27,3.558,198.0984199,7.872,False,B,70713
7,2012-08-31,60.46,3.556,198.0967341,7.872,False,B,70713
7,2012-09-07,57.84,3.596,198.0950484,7.872,True,B,70713
7,2012-09-14,53.66,3.659,198.1267184,7.872,False,B,70713
7,2012-09-21,51.77,3.765,198.358523,7.872,False,B,70713
7,2012-09-28,50.64,3.789,198.5903276,7.872,False,B,70713
7,2012-10-05,48.43,3.779,198.8221322,7.557,False,B,70713
7,2012-10-12,41.43,3.76,199.0539368,7.557,False,B,70713
7,2012-10-19,43.01,3.75,199.1481963,7.557,False,B,70713
7,2012-10-26,42.53,3.686,199.2195317,7.557,False,B,70713
7,2012-11-02,37.2,3.604,199.2908671,7.557,False,B,70713
7,2012-11-09,36.89,3.545,199.3622024,7.557,False,B,70713
7,2012-11-16,23.91,3.479,199.4313603,7.557,False,B,70713
7,2012-11-23,34.81,3.45,199.4976149,7.557,True,B,70713
7,2012-11-30,28.1,3.436,199.5638695,7.557,False,B,70713
7,2012-12-07,34.19,3.373,199.6301241,7.557,False,B,70713
7,2012-12-14,20.93,3.303,199.7190578,7.557,False,B,70713
7,2012-12-21,12.57,3.218,199.9440662,7.557,False,B,70713
7,2012-12-28,2.32,3.108,200.1690745,7.557,True,B,70713
7,2013-01-04,-6.08,3.034,200.3940829,7.107,False,B,70713
7,2013-01-11,-6.61,2.957,200.6190912,7.107,False,B,70713
7,2013-01-18,-7.29,2.889,200.7382625,7.107,False,B,70713
7,2013-01-25,4.0,2.872,200.815099,7.107,False,B,70713
7,2013-02-01,25.67,2.998,200.8919355,7.107,False,B,70713
7,2013-02-08,11.26,3.214,200.968772,7.107,True,B,70713
7,2013-02-15,13.73,3.391,201.040053,7.107,False,B,70713
7,2013-02-22,13.39,3.563,201.0974452,7.107,False,B,70713
